Date,Employee ID,Employee Name,Role,Department,Entity,Seniority Level,Headcount,Base Salary,Bonus,Total Compensation,Attrition Flag,New Hire Flag,Budgeted Salary,Budgeted Headcount
2020-11-01,EMP01421,Employee_1421,Backend Engineer,H.R.,SummonStorm BR,Junior,1,4900.29,305.0,5205.29,0,0,5254.283302580856,1
2020-11-01,EMP01422,Employee_1422,Support Agent,Human Resources,SummonStorm BR,Senior,1,2966.17,334.03,3300.2,0,0,3169.967535164745,1
2020-11-01,EMP01423,Employee_1423,LiveOps Analyst,Human Resources,SummonStorm BR,Junior,1,4156.26,546.23,4702.49,0,0,3997.3964568231536,1
2020-11-01,EMP01424,Employee_1424,UX Researcher,Marketing,SummonStorm BR,Lead,1,5029.55,769.19,5798.74,0,0,5326.748106999323,1
2020-11-01,EMP01425,Employee_1425,Localization Lead,Marketing,SummonStorm BR,Junior,1,3295.32,448.97,3744.29,0,0,3282.2304369070266,1
2020-11-01,EMP01426,Employee_1426,Support Agent,Marketing,SummonStorm BR,Lead,1,4025.37,488.95,4514.32,0,0,4135.419668410975,1
2020-11-01,EMP01427,Employee_1427,LiveOps Analyst,Marketing,SummonStorm BR,Junior,1,4043.63,267.85,4311.4800000000005,0,0,4419.671028329205,1
2020-11-01,EMP01428,Employee_1428,Game Designer,Marketing,SummonStorm BR,Lead,1,3196.33,325.46,3521.79,0,0,3287.604167820637,1
2020-11-01,EMP01429,Employee_1429,Game Designer,Marketing,SummonStorm BR,Junior,1,3821.17,523.8,4344.97,0,0,3948.1275582966005,1
2020-11-01,EMP01430,Employee_1430,Game Designer,LiveOps,SummonStorm BR,Senior,1,3713.98,521.21,4235.1900000000005,0,0,3866.575110163989,1
2020-11-01,EMP01431,Employee_1431,UX Researcher,LiveOps,SummonStorm BR,Mid,1,4567.5,251.46,4818.96,0,0,4876.757760010032,1
2020-11-01,EMP01432,Employee_1432,UX Researcher,LiveOps,SummonStorm BR,Mid,1,2495.31,594.7,3090.01,0,0,2691.6405218906457,1
2020-11-01,EMP01433,Employee_1433,Game Designer,LiveOps,SummonStorm BR,Junior,1,3616.41,183.76,3800.17,0,0,3565.4140115384425,1
2020-11-01,EMP01434,Employee_1434,Game Designer,LiveOps,SummonStorm BR,Junior,1,3996.48,672.48,4668.96,0,0,4316.714507886665,1
2020-11-01,EMP01435,Employee_1435,Localization Lead,LiveOps,SummonStorm BR,Senior,1,4593.86,919.79,5513.65,0,0,4761.603061466734,1
2020-11-01,EMP01436,Employee_1436,UX Researcher,LiveOps,SummonStorm BR,Lead,1,4617.41,335.6,4953.01,0,1,4664.420717870422,1
2020-11-01,EMP01437,Employee_1437,Localization Lead,BI & Analytics,SummonStorm BR,Mid,1,3752.9,337.69,4090.59,0,0,3830.477791531966,0
2020-11-01,EMP01438,Employee_1438,Localization Lead,BI & Analytics,SummonStorm BR,Lead,1,3577.47,494.0,4071.47,0,1,3450.557432581221,1
2020-11-01,EMP01439,Employee_1439,Localization Lead,BI & Analytics,SummonStorm BR,Mid,1,2962.67,164.91,3127.58,0,0,2855.421475435646,0
2020-11-01,EMP01440,Employee_1440,LiveOps Analyst,BI & Analytics,SummonStorm BR,Lead,1,4052.88,235.94,4288.82,0,0,4199.490659919987,1
2020-11-01,EMP01441,Employee_1441,UX Researcher,BI & Analytics,SummonStorm BR,Lead,1,4792.89,876.71,5669.6,0,0,4882.579054926044,1
2020-11-01,EMP01442,Employee_1442,UX Researcher,Infrastructure,SummonStorm BR,Lead,1,4250.97,623.08,4874.05,0,0,4513.894235064803,0
2020-11-01,EMP01443,Employee_1443,Support Agent,Infrastructure,SummonStorm BR,Mid,1,4199.28,982.37,5181.65,0,0,4177.502156370263,1
2020-11-01,EMP01444,Employee_1444,Localization Lead,Infrastructure,SummonStorm BR,Senior,1,3686.52,900.12,4586.64,0,0,3670.150779477791,1
2020-11-01,EMP01445,Employee_1445,UX Researcher,Infrastructure,SummonStorm BR,Senior,1,3654.41,860.63,4515.04,0,0,3538.0095325320945,0
2020-11-01,EMP01446,Employee_1446,Localization Lead,Infrastructure,SummonStorm BR,Junior,1,2829.75,684.22,3513.9700000000003,0,0,2965.992460220448,0
2020-12-01,EMP01447,Employee_1447,LiveOps Analyst,R&D,Tapstorm SG,Junior,1,2705.82,318.02,3023.84,0,0,2630.4204968168688,1
2020-12-01,EMP01448,Employee_1448,LiveOps Analyst,R&D,Tapstorm SG,Junior,1,2403.44,503.86,2907.3,0,0,2288.2665551578393,1
2020-12-01,EMP01449,Employee_1449,Support Agent,R&D,Tapstorm SG,Junior,1,4467.6,611.45,5079.05,0,0,4502.710619662704,1
2020-12-01,EMP01450,Employee_1450,Localization Lead,R&D,Tapstorm SG,Lead,1,3640.7,367.76,4008.46,0,0,3468.8185925612147,1
2020-12-01,EMP01451,Employee_1451,Backend Engineer,R&D,Tapstorm SG,Lead,1,4154.18,516.87,4671.05,0,0,4371.678016588423,1
2020-12-01,EMP01452,Employee_1452,Support Agent,R&D,Tapstorm SG,Lead,1,3655.08,598.56,4253.639999999999,0,0,3838.9702012012303,1
2020-12-01,EMP01453,Employee_1453,Backend Engineer,R&D,Tapstorm SG,Senior,1,3659.03,707.59,4366.62,0,0,3701.9371520068044,1
2020-12-01,EMP01454,Employee_1454,Support Agent,Human Resources,Tapstorm SG,Lead,1,4202.01,269.46,4471.47,0,0,4224.00624467689,1
2020-12-01,EMP01455,Employee_1455,Game Designer,Human Resources,Tapstorm SG,Senior,1,2929.35,532.12,3461.47,0,0,2995.9607149576736,1
2020-12-01,EMP01456,Employee_1456,UX Researcher,Human Resources,Tapstorm SG,Junior,1,3724.43,917.34,4641.7699999999995,0,1,3608.6210087426857,1
2020-12-01,EMP01457,Employee_1457,Support Agent,Human Resources,Tapstorm SG,Lead,1,4277.41,420.1,4697.51,0,0,4474.219776243433,0
2020-12-01,EMP01458,Employee_1458,Support Agent,Human Resources,Tapstorm SG,Mid,1,4562.29,490.57,5052.86,0,0,4355.365228183552,1
2020-12-01,EMP01459,Employee_1459,Support Agent,Human Resources,Tapstorm SG,Junior,1,4294.51,563.25,4857.76,0,0,4515.557890801065,1
2020-12-01,EMP01460,Employee_1460,Support Agent,Human Resources,Tapstorm SG,Mid,1,3768.45,488.43,4256.88,0,0,3699.5683354799344,1
2020-12-01,EMP01461,Employee_1461,Support Agent,Marketing,Tapstorm SG,Senior,1,4115.16,691.47,4806.63,0,0,4109.867136600978,1
2020-12-01,EMP01462,Employee_1462,Backend Engineer,Marketing,Tapstorm SG,Junior,1,3109.59,263.42,3373.01,0,1,3304.786629370094,1
2020-12-01,EMP01463,Employee_1463,Backend Engineer,Marketing,Tapstorm SG,Junior,1,1407.52,185.11,1592.63,0,0,1373.1491778891084,1
2020-12-01,EMP01464,Employee_1464,UX Researcher,Marketing,Tapstorm SG,Lead,1,4139.43,405.35,4544.780000000001,0,0,4523.731228812797,1
2020-12-01,EMP01465,Employee_1465,Backend Engineer,Marketing,Tapstorm SG,Senior,1,2641.14,172.77,2813.91,0,1,2843.5553609998265,0
2020-12-01,EMP01466,Employee_1466,Backend Engineer,Marketing,Tapstorm SG,Lead,1,3894.74,678.06,4572.799999999999,0,0,4218.1404454539115,1
2020-12-01,EMP01467,Employee_1467,Backend Engineer,LiveOps,Tapstorm SG,Lead,1,4147.16,664.64,4811.8,0,0,4188.525180955102,1
2020-12-01,EMP01468,Employee_1468,UX Researcher,LiveOps,Tapstorm SG,Senior,1,4101.94,913.85,5015.79,0,0,4318.36962050669,1
2020-12-01,EMP01469,Employee_1469,Backend Engineer,LiveOps,Tapstorm SG,Senior,1,3959.43,401.1,4360.53,0,0,4159.812076001047,1
2020-12-01,EMP01470,Employee_1470,Game Designer,LiveOps,Tapstorm SG,Lead,1,2395.67,557.12,2952.79,0,0,2542.499130548248,1
2020-12-01,EMP01471,Employee_1471,LiveOps Analyst,LiveOps,Tapstorm SG,Senior,1,3693.1,859.24,4552.34,0,0,3511.3252330398864,1
2020-12-01,EMP01472,Employee_1472,Support Agent,LiveOps,Tapstorm SG,Junior,1,3369.41,273.63,3643.04,0,0,3455.258329059859,1
2020-12-01,EMP01473,Employee_1473,UX Researcher,LiveOps,Tapstorm SG,Lead,1,4128.19,729.35,4857.54,0,0,4516.8705112254975,1
2020-12-01,EMP01474,Employee_1474,Game Designer,BI & Analytics,Tapstorm SG,Junior,1,2935.26,340.33,3275.59,0,0,3020.7759482206347,0
2020-12-01,EMP01475,Employee_1475,Support Agent,BI & Analytics,Tapstorm SG,Lead,1,3379.66,745.72,4125.38,0,0,3624.9135693818207,1
2020-12-01,EMP01476,Employee_1476,Support Agent,BI & Analytics,Tapstorm SG,Junior,1,4770.14,345.09,5115.2300000000005,0,0,4735.837886549588,1
2020-12-01,EMP01477,Employee_1477,Support Agent,BI & Analytics,Tapstorm SG,Mid,1,4801.02,1071.83,5872.85,0,0,4566.613271319642,0
2020-12-01,EMP01478,Employee_1478,Game Designer,BI & Analytics,Tapstorm SG,Junior,1,3779.22,785.8,4565.0199999999995,0,1,3784.6343359146426,1
2020-12-01,EMP01479,Employee_1479,Backend Engineer,BI & Analytics,Tapstorm SG,Mid,1,4436.13,332.86,4768.99,0,0,4588.671015678361,1
2020-12-01,EMP01480,Employee_1480,LiveOps Analyst,Infrastructure,Tapstorm SG,Junior,1,4867.0,1095.35,5962.35,0,0,5216.154296540747,1
2020-12-01,EMP01481,Employee_1481,Backend Engineer,Infrastructure,Tapstorm SG,Mid,1,3482.35,712.34,4194.69,0,0,3499.1075528463593,1
2020-12-01,EMP01482,Employee_1482,Support Agent,Infrastructure,Tapstorm SG,Mid,1,4640.13,304.73,4944.860000000001,0,0,4641.913505144472,1
2020-12-01,EMP01483,Employee_1483,Support Agent,Infrastructure,Tapstorm SG,Lead,1,2413.0,190.76,2603.76,0,0,2344.5795343271234,1
2020-12-01,EMP01484,Employee_1484,LiveOps Analyst,Infrastructure,Tapstorm SG,Senior,1,2487.26,216.98,2704.2400000000002,0,0,2669.92575324649,1
2020-12-01,EMP01485,Employee_1485,UX Researcher,Infrastructure,Tapstorm SG,Mid,1,4305.11,1067.04,5372.15,0,0,4335.104975468326,1
2020-12-01,EMP01486,Employee_1486,Backend Engineer,Infrastructure,Tapstorm SG,Junior,1,3788.45,430.4,4218.849999999999,0,1,4034.609389063848,0
2020-12-01,EMP01487,Employee_1487,Game Designer,R&D,TapForge CN,Senior,1,3995.2,471.46,4466.66,0,0,4168.918793827187,1
2020-12-01,EMP01488,Employee_1488,Backend Engineer,R&D,TapForge CN,Mid,1,3390.56,782.0,4172.5599999999995,0,0,3467.9734816064333,1
2020-12-01,EMP01489,Employee_1489,Backend Engineer,R&D,TapForge CN,Junior,1,4576.07,852.47,5428.54,0,1,4568.913642771431,1
2020-12-01,EMP01490,Employee_1490,LiveOps Analyst,R&D,TapForge CN,Mid,1,3079.09,341.05,3420.1400000000003,0,0,3251.174447354743,1
2020-12-01,EMP01491,Employee_1491,Game Designer,Human Resources,TapForge CN,Mid,1,4392.07,646.04,5038.11,0,0,4193.398864166176,1
2020-12-01,EMP01492,Employee_1492,Localization Lead,Human Resources,TapForge CN,Senior,1,4319.25,1004.13,5323.38,0,0,4204.768760495844,1
2020-12-01,EMP01493,Employee_1493,Game Designer,Human Resources,TapForge CN,Senior,1,3036.78,610.66,3647.44,0,0,2974.532940078919,1
2020-12-01,EMP01494,Employee_1494,Support Agent,Human Resources,TapForge CN,Senior,1,3472.47,783.68,4256.15,0,0,3780.484453720203,1
2020-12-01,EMP01495,Employee_1495,Game Designer,Human Resources,TapForge CN,Senior,1,2739.53,322.93,3062.46,0,0,2926.200675289165,1
2020-12-01,EMP01496,Employee_1496,UX Researcher,Marketing,TapForge CN,Lead,1,4433.72,753.99,5187.71,0,0,4709.858827036503,1
2020-12-01,EMP01497,Employee_1497,UX Researcher,Marketing,TapForge CN,Junior,1,4524.87,660.15,5185.0199999999995,0,0,4897.623437641665,1
2020-12-01,EMP01498,Employee_1498,Game Designer,Marketing,TapForge CN,Junior,1,4229.89,749.99,4979.88,0,0,4435.987976933886,1
2020-12-01,EMP01499,Employee_1499,Backend Engineer,Marketing,TapForge CN,Junior,1,5055.8,620.63,5676.43,0,0,4811.7734380966,1
2020-12-01,EMP01500,Employee_1500,LiveOps Analyst,Marketing,TapForge CN,Lead,1,4414.66,684.06,5098.719999999999,0,0,4555.787032238616,1
2020-12-01,EMP01501,Employee_1501,LiveOps Analyst,LiveOps,TapForge CN,Mid,1,4086.14,621.94,4708.08,0,1,4424.479797509388,1
2020-12-01,EMP01502,Employee_1502,UX Researcher,LiveOps,TapForge CN,Mid,1,3813.92,477.8,4291.72,0,0,3960.1999027473603,1
2020-12-01,EMP01503,Employee_1503,UX Researcher,LiveOps,TapForge CN,Senior,1,4515.46,667.35,5182.81,0,0,4889.797906735859,1
2020-12-01,EMP01504,Employee_1504,Localization Lead,LiveOps,TapForge CN,Mid,1,3366.27,761.44,4127.71,0,0,3417.4437005085406,1
2020-12-01,EMP01505,Employee_1505,Localization Lead,BI & Analytics,TapForge CN,Senior,1,3426.18,823.54,4249.719999999999,0,0,3626.6752823346987,1
2020-12-01,EMP01506,Employee_1506,UX Researcher,BI & Analytics,TapForge CN,Lead,1,4283.03,741.31,5024.34,0,0,4278.364079193163,1
2020-12-01,EMP01507,Employee_1507,Support Agent,BI & Analytics,TapForge CN,Lead,1,4845.63,1007.23,5852.860000000001,0,0,4875.2262018383135,1
2020-12-01,EMP01508,Employee_1508,LiveOps Analyst,BI & Analytics,TapForge CN,Junior,1,3626.32,476.86,4103.18,0,0,3878.16138507151,0
2020-12-01,EMP01509,Employee_1509,LiveOps Analyst,BI & Analytics,TapForge CN,Senior,1,4648.66,1140.11,5788.7699999999995,0,0,4848.42001436709,1
2020-12-01,EMP01510,Employee_1510,UX Researcher,BI & Analytics,TapForge CN,Mid,1,3857.81,258.65,4116.46,0,0,4038.510180616741,1
2020-12-01,EMP01511,Employee_1511,Support Agent,Infrastructure,TapForge CN,Lead,1,2856.07,156.19,3012.26,1,0,2926.9330070239284,1
2020-12-01,EMP01512,Employee_1512,UX Researcher,Infrastructure,TapForge CN,Lead,1,4494.42,836.63,5331.05,0,0,4355.511752950836,0
2020-12-01,EMP01513,Employee_1513,UX Researcher,Infrastructure,TapForge CN,Junior,1,4578.7,1035.91,5614.61,0,0,4583.534359028404,1
2020-12-01,EMP01514,Employee_1514,Backend Engineer,Infrastructure,TapForge CN,Senior,1,3356.34,292.87,3649.21,0,0,3398.243925893881,1
2020-12-01,EMP01515,Employee_1515,UX Researcher,Infrastructure,TapForge CN,Lead,1,3710.99,925.5,4636.49,0,0,3863.7397985311154,1
2020-12-01,EMP01516,Employee_1516,Localization Lead,R&D,WhaleCare PH,Mid,1,4116.9,884.33,5001.23,0,0,4492.171075945329,1
2020-12-01,EMP01517,Employee_1517,Localization Lead,R&D,WhaleCare PH,Mid,1,3736.87,732.17,4469.04,0,0,3613.438611942616,1
2020-12-01,EMP01518,Employee_1518,LiveOps Analyst,R&D,WhaleCare PH,Junior,1,4588.07,511.6,5099.67,0,0,4724.523984999782,1
2020-12-01,EMP01519,Employee_1519,Backend Engineer,R&D,WhaleCare PH,Lead,1,2893.02,703.07,3596.09,0,0,3068.6776771451205,1
2020-12-01,EMP01520,Employee_1520,Backend Engineer,R&D,WhaleCare PH,Junior,1,2971.09,657.07,3628.1600000000003,0,0,3131.456779623578,1
2020-12-01,EMP01521,Employee_1521,Game Designer,R&D,WhaleCare PH,Junior,1,3422.67,215.72,3638.39,0,0,3374.170293473468,1
2020-12-01,EMP01522,Employee_1522,Localization Lead,Human Resources,WhaleCare PH,Junior,1,3715.03,384.14,4099.17,0,0,3538.0126251740508,1
2020-12-01,EMP01523,Employee_1523,Backend Engineer,Human Resources,WhaleCare PH,Senior,1,3735.19,665.31,4400.5,0,0,3737.676701339247,1
2020-12-01,EMP01524,Employee_1524,Localization Lead,Human Resources,WhaleCare PH,Lead,1,3411.6,540.88,3952.48,0,0,3467.314532725871,1
2020-12-01,EMP01525,Employee_1525,UX Researcher,Human Resources,WhaleCare PH,Mid,1,3030.97,422.03,3453.0,0,0,3157.9659399028264,1
2020-12-01,EMP01526,Employee_1526,LiveOps Analyst,Human Resources,WhaleCare PH,Junior,1,3207.79,782.09,3989.88,0,0,3141.523094647855,1
2020-12-01,EMP01527,Employee_1527,LiveOps Analyst,Human Resources,WhaleCare PH,Junior,1,3698.27,262.85,3961.12,0,0,3986.4667664333233,1
2020-12-01,EMP01528,Employee_1528,Localization Lead,Human Resources,WhaleCare PH,Junior,1,4031.99,933.72,4965.71,0,0,4068.869675351058,1
2020-12-01,EMP01529,Employee_1529,Localization Lead,Marketing,WhaleCare PH,Senior,1,2947.3,667.62,3614.92,0,0,3117.8052806606647,1
2020-12-01,EMP01530,Employee_1530,Support Agent,Marketing,WhaleCare PH,Lead,1,4018.92,423.9,4442.82,1,0,4341.349651464847,1
2020-12-01,EMP01531,Employee_1531,Support Agent,Marketing,WhaleCare PH,Mid,1,4283.44,225.07,4508.509999999999,0,0,4156.433923088734,1
2020-12-01,EMP01532,Employee_1532,Game Designer,Marketing,WhaleCare PH,Junior,1,2749.02,408.91,3157.93,0,0,3008.627432648689,1
2020-12-01,EMP01533,Employee_1533,UX Researcher,H.R.,WhaleCare PH,Senior,1,2862.17,620.99,3483.16,0,0,3049.741559783109,1
2020-12-01,EMP01534,Employee_1534,Localization Lead,Marketing,WhaleCare PH,Senior,1,3756.79,265.43,4022.22,0,1,3950.621046830731,0
2020-12-01,EMP01535,Employee_1535,Game Designer,LiveOps,WhaleCare PH,Junior,1,1953.14,195.45,2148.59,0,0,2125.146821403792,0
2020-12-01,EMP01536,Employee_1536,Localization Lead,LiveOps,WhaleCare PH,Junior,1,3424.45,605.93,4030.3799999999997,1,0,3527.0730830957095,1
2020-12-01,EMP01537,Employee_1537,Game Designer,LiveOps,WhaleCare PH,Lead,1,4320.35,493.29,4813.64,0,0,4577.627499291715,1
2020-12-01,EMP01538,Employee_1538,Support Agent,LiveOps,WhaleCare PH,Junior,1,5882.13,551.27,6433.4,0,0,5700.195935506569,0
2020-12-01,EMP01539,Employee_1539,Support Agent,LiveOps,WhaleCare PH,Lead,1,2181.29,475.49,2656.7799999999997,0,0,2162.2967537668815,1
2020-12-01,EMP01540,Employee_1540,LiveOps Analyst,LiveOps,WhaleCare PH,Lead,1,3168.14,770.33,3938.47,0,0,3453.8101639935107,1
2020-12-01,EMP01541,Employee_1541,Backend Engineer,LiveOps,WhaleCare PH,Senior,1,4642.13,594.77,5236.9,0,1,4678.826434294489,1
2020-12-01,EMP01542,Employee_1542,Backend Engineer,BI & Analytics,WhaleCare PH,Lead,1,4934.6,1198.16,6132.76,0,0,4712.546302330115,1
2020-12-01,EMP01543,Employee_1543,UX Researcher,BI & Analytics,WhaleCare PH,Mid,1,2403.3,266.84,2670.1400000000003,0,0,2444.644434246975,0
2020-12-01,EMP01544,Employee_1544,LiveOps Analyst,BI & Analytics,WhaleCare PH,Mid,1,4393.95,992.48,5386.43,0,0,4235.847928249965,1
2020-12-01,EMP01545,Employee_1545,Support Agent,BI & Analytics,WhaleCare PH,Lead,1,3851.31,628.14,4479.45,0,0,4182.69028839722,1
2020-12-01,EMP01546,Employee_1546,Support Agent,BI & Analytics,WhaleCare PH,Senior,1,3413.23,815.12,4228.35,0,0,3379.2830843654338,1
2020-12-01,EMP01547,Employee_1547,Backend Engineer,Infrastructure,WhaleCare PH,Junior,1,1684.24,110.67,1794.91,0,0,1716.1608479210145,1
2020-12-01,EMP01548,Employee_1548,Game Designer,Infrastructure,WhaleCare PH,Lead,1,1996.94,288.02,2284.96,0,0,2169.7782897761836,1
2020-12-01,EMP01549,Employee_1549,LiveOps Analyst,Infrastructure,WhaleCare PH,Lead,1,3833.65,783.97,4617.62,0,0,3717.2180265719576,1
2020-12-01,EMP01550,Employee_1550,Localization Lead,H.R.,WhaleCare PH,Lead,1,4182.86,602.12,4784.98,0,0,4493.792189515648,1
2020-12-01,EMP01551,Employee_1551,Backend Engineer,Infrastructure,WhaleCare PH,Mid,1,3778.62,279.58,4058.2,0,0,3849.8859694701296,1
2020-12-01,EMP01552,Employee_1552,Game Designer,R&D,SummonStorm BR,Mid,1,4045.01,656.37,4701.38,0,0,4125.368149376892,1
2020-12-01,EMP01553,Employee_1553,Localization Lead,R&D,SummonStorm BR,Mid,1,4406.42,683.88,5090.3,0,0,4793.467832304401,1
2020-12-01,EMP01554,Employee_1554,UX Researcher,R&D,SummonStorm BR,Mid,1,2801.29,260.69,3061.98,0,0,2948.78946354283,1
2020-12-01,EMP01555,Employee_1555,LiveOps Analyst,R&D,SummonStorm BR,Mid,1,3757.39,936.61,4694.0,0,0,4015.8849378837454,0
2020-12-01,EMP01556,Employee_1556,Backend Engineer,Human Resources,SummonStorm BR,Lead,1,4141.96,216.68,4358.64,0,0,4340.340173694285,1
2020-12-01,EMP01557,Employee_1557,Game Designer,Human Resources,SummonStorm BR,Lead,1,4408.8,614.28,5023.08,0,0,4394.5140050810905,1
2020-12-01,EMP01558,Employee_1558,LiveOps Analyst,Human Resources,SummonStorm BR,Junior,1,3881.55,717.91,4599.46,0,0,3867.5226429434265,1
2020-12-01,EMP01559,Employee_1559,UX Researcher,Human Resources,SummonStorm BR,Senior,1,4477.42,512.14,4989.56,0,0,4439.21879886585,1
2020-12-01,EMP01560,Employee_1560,LiveOps Analyst,Marketing,SummonStorm BR,Lead,1,3221.27,391.05,3612.32,0,0,3148.2698778131585,0
2020-12-01,EMP01561,Employee_1561,Game Designer,Marketing,SummonStorm BR,Mid,1,4069.26,549.86,4619.12,0,0,4214.613443682227,1
2020-12-01,EMP01562,Employee_1562,UX Researcher,Marketing,SummonStorm BR,Junior,1,2561.91,280.91,2842.8199999999997,0,0,2647.986659964502,1
2020-12-01,EMP01563,Employee_1563,LiveOps Analyst,Marketing,SummonStorm BR,Mid,1,4151.97,380.74,4532.71,0,0,4236.673820107414,1
2020-12-01,EMP01564,Employee_1564,Localization Lead,LiveOps,SummonStorm BR,Junior,1,4052.77,375.48,4428.25,0,0,4322.0670469123725,0
2020-12-01,EMP01565,Employee_1565,Localization Lead,LiveOps,SummonStorm BR,Junior,1,3312.42,414.6,3727.02,0,0,3198.830268032858,1
2020-12-01,EMP01566,Employee_1566,Game Designer,LiveOps,SummonStorm BR,Junior,1,3735.6,532.98,4268.58,0,0,3864.903324227759,1
2020-12-01,EMP01567,Employee_1567,Support Agent,LiveOps,SummonStorm BR,Senior,1,3162.97,690.16,3853.1299999999997,0,0,3178.8499280122837,1
2020-12-01,EMP01568,Employee_1568,Support Agent,LiveOps,SummonStorm BR,Mid,1,3943.14,649.85,4592.99,0,0,4025.0728367022516,1
2020-12-01,EMP01569,Employee_1569,Backend Engineer,LiveOps,SummonStorm BR,Junior,1,4270.95,598.95,4869.9,0,0,4182.176943909469,1
2020-12-01,EMP01570,Employee_1570,Backend Engineer,BI & Analytics,SummonStorm BR,Lead,1,4282.07,650.51,4932.58,0,0,4545.939115414144,1
2020-12-01,EMP01571,Employee_1571,Support Agent,BI & Analytics,SummonStorm BR,Mid,1,3516.7,178.25,3694.95,0,0,3464.1941397853584,1
2020-12-01,EMP01572,Employee_1572,UX Researcher,BI & Analytics,SummonStorm BR,Lead,1,4044.83,512.67,4557.5,0,0,4089.4765760165337,1
2020-12-01,EMP01573,Employee_1573,Game Designer,BI & Analytics,SummonStorm BR,Junior,1,4268.79,1056.53,5325.32,0,0,4293.017260332336,1
2020-12-01,EMP01574,Employee_1574,Backend Engineer,Infrastructure,SummonStorm BR,Lead,1,3605.59,901.22,4506.81,0,0,3892.454077766446,1
2020-12-01,EMP01575,Employee_1575,Localization Lead,Infrastructure,SummonStorm BR,Senior,1,4101.03,623.48,4724.51,0,1,4332.655855419528,1
2020-12-01,EMP01576,Employee_1576,LiveOps Analyst,Infrastructure,SummonStorm BR,Lead,1,3822.65,339.03,4161.68,0,0,3743.626261673163,0
2020-12-01,EMP01577,Employee_1577,Backend Engineer,Infrastructure,SummonStorm BR,Senior,1,4060.98,270.34,4331.32,0,0,4033.960565566004,1
2020-12-01,EMP01578,Employee_1578,Backend Engineer,Infrastructure,SummonStorm BR,Mid,1,2954.27,700.41,3654.68,0,0,3171.0070560382787,1
2020-12-01,EMP01579,Employee_1579,Localization Lead,Infrastructure,SummonStorm BR,Mid,1,3983.9,670.3,4654.2,0,0,3815.5738022576184,1
2020-12-01,EMP01580,Employee_1580,Localization Lead,Infrastructure,SummonStorm BR,Mid,1,3525.07,509.02,4034.09,0,0,3817.8734360080534,0
2021-01-01,EMP01581,Employee_1581,Support Agent,R&D,Tapstorm SG,Lead,1,3792.99,428.7,4221.69,0,1,3934.4785410432837,1
2021-01-01,EMP01582,Employee_1582,UX Researcher,R&D,Tapstorm SG,Senior,1,4708.33,839.84,5548.17,1,0,4768.672854097614,1
2021-01-01,EMP01583,Employee_1583,UX Researcher,R&D,Tapstorm SG,Mid,1,2997.83,642.25,3640.08,0,0,3203.7994875979807,1
2021-01-01,EMP01584,Employee_1584,Localization Lead,R&D,Tapstorm SG,Mid,1,4268.98,342.72,4611.7,0,0,4525.501544090898,1
2021-01-01,EMP01585,Employee_1585,Localization Lead,R&D,Tapstorm SG,Lead,1,2656.43,334.52,2990.95,0,0,2856.3848927660815,1
2021-01-01,EMP01586,Employee_1586,UX Researcher,H.R.,Tapstorm SG,Lead,1,3439.34,321.39,3760.73,0,0,3668.3436875839257,1
2021-01-01,EMP01587,Employee_1587,Localization Lead,R&D,Tapstorm SG,Lead,1,2548.96,263.05,2812.01,0,0,2676.831042808417,1
2021-01-01,EMP01588,Employee_1588,Backend Engineer,Human Resources,Tapstorm SG,Senior,1,3137.37,229.64,3367.0099999999998,0,0,3098.524415023642,1
2021-01-01,EMP01589,Employee_1589,Support Agent,Human Resources,Tapstorm SG,Mid,1,3059.51,659.28,3718.79,0,0,3089.8238477802297,1
2021-01-01,EMP01590,Employee_1590,Localization Lead,Human Resources,Tapstorm SG,Lead,1,5166.48,385.34,5551.82,0,0,4989.63973657298,1
2021-01-01,EMP01591,Employee_1591,UX Researcher,Human Resources,Tapstorm SG,Lead,1,3235.8,198.96,3434.76,0,0,3518.5350169291864,1
2021-01-01,EMP01592,Employee_1592,UX Researcher,Human Resources,Tapstorm SG,Junior,1,4256.37,229.96,4486.33,0,0,4084.102246113108,1
2021-01-01,EMP01593,Employee_1593,Backend Engineer,Marketing,Tapstorm SG,Junior,1,3268.79,408.15,3676.94,0,0,3273.2664278124307,1
2021-01-01,EMP01594,Employee_1594,Localization Lead,Marketing,Tapstorm SG,Lead,1,2675.42,334.25,3009.67,0,0,2827.1220604892346,1
2021-01-01,EMP01595,Employee_1595,UX Researcher,Marketing,Tapstorm SG,Mid,1,4510.44,1050.39,5560.83,0,0,4343.944876921924,1
2021-01-01,EMP01596,Employee_1596,Game Designer,Marketing,Tapstorm SG,Junior,1,3354.34,199.86,3554.2000000000003,0,0,3670.7160141059535,0
2021-01-01,EMP01597,Employee_1597,LiveOps Analyst,LiveOps,Tapstorm SG,Senior,1,4299.98,727.59,5027.57,0,0,4340.350352709094,1
2021-01-01,EMP01598,Employee_1598,Backend Engineer,LiveOps,Tapstorm SG,Junior,1,3457.61,683.92,4141.53,0,0,3356.0653538184833,1
2021-01-01,EMP01599,Employee_1599,UX Researcher,LiveOps,Tapstorm SG,Senior,1,3022.42,318.3,3340.7200000000003,0,0,2934.901143325142,1
2021-01-01,EMP01600,Employee_1600,Support Agent,LiveOps,Tapstorm SG,Senior,1,3768.25,218.61,3986.86,1,0,3650.8975923881067,1
